child,parent,exchange_id,n_total_fnn,n_measured_fnn,n_class_2or3,p_class_2or3,section_speed_threshold_average,log_p_value,cni_present,n_unique_cni,cni_ids,cni_re_report_counts,cni_toms_initiation_ts,truck_roll_count_3m,truck_roll_count_6m,truck_roll_count_12m,truck_roll_count_24m,nbn_rfs_3m_count,nbn_rfs_6m_count,nbn_rfs_12m_count,nbn_rfs_24m_count,nbn_rfs_more_than_24m_count,nbn_rfs_already_passed_count,ccp_flag
Cable:16138455,Cable:16138420,PEIN,1,1,0,0.3114943,1.2094981,-0.2790474,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16138464,Cable:16138022,PEIN,7,3,1,0.3114943,0.9242021,-0.4334155,0,0,[],[],[],2,4,7,9,3,0,0,0,0,0,b
Cable:16138468,Cable:16136974,PEIN,8,4,0,0.3114943,1.3337556,-0.0729978,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16138470;16139395,Cable:16138468,PEIN,2,1,0,0.3114943,1.2916033,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138471,Cable:16138468,PEIN,6,3,0,0.3114943,1.3478064,-0.1105381,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16138472,Cable:16138471,PEIN,3,1,0,0.3114943,1.3350318,-0.2790474,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16138474,Cable:16136975,PEIN,5,1,0,0.3114943,1.3633846,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,1,0,b
Cable:16138475,Cable:16136975,PEIN,4,1,0,0.3114943,1.4304488,-0.2790474,0,0,[],[],[],1,1,1,1,1,0,0,0,0,0,b
Cable:16138476;16138478;16138479;16139380,Cable:16138475,PEIN,1,1,0,0.3114943,1.4304488,-0.2790474,0,0,[],[],[],1,1,1,1,1,0,0,0,0,0,b
Cable:16138480,Cable:16138475,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138483,Cable:16136970,PEIN,2,1,1,0.3114943,0.8989621,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138484,Cable:16138474,PEIN,4,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,1,0,b
Cable:16138485,Cable:16138484,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,1,0,b
Cable:16138486,Cable:16138484,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138487,Cable:16137912,PEIN,1,1,0,0.3114943,1.3127578,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138488;16139406,Cable:16137960;16137961,PEIN,1,1,0,0.3114943,1.2855971,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138489,Cable:16136993,PEIN,17,4,0,0.3114943,1.541578,-0.0729978,0,0,[],[],[],0,0,1,2,3,0,0,0,2,0,b
Cable:16138490,Cable:16136996,PEIN,1,1,0,0.3114943,1.1529913,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138492;26292588,Cable:16136993,PEIN,3,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138493,Cable:16136985,PEIN,6,2,0,0.3114943,1.2116148,-0.1715846,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138494;16138496,Cable:16136985,PEIN,6,5,0,0.3114943,1.0826764,-0.0489169,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16138495,Cable:16138494;16138496,PEIN,4,4,0,0.3114943,1.0520161,-0.0729978,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16138497,Cable:16138494;16138496,PEIN,2,1,0,0.3114943,1.2053176,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138501,Cable:16136985,PEIN,3,3,1,0.3114943,0.9644065,-0.4334155,0,0,[],[],[],0,1,1,1,2,0,0,0,0,0,b
Cable:16138503;16138504,Cable:16138501,PEIN,2,2,1,0.3114943,0.7809848,-0.6370686,0,0,[],[],[],0,1,1,1,1,0,0,0,0,0,b
Cable:16138507,Cable:16136991,PEIN,1,1,0,0.3114943,1.3106845,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138512;16138513;16139501,Cable:16138954,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138515;28585709,Cable:16138954,PEIN,3,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,1,0,b
Cable:16138516,Cable:16138954,PEIN,3,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16138518;16140145,Cable:16138519,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138519,Cable:16138516,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138520,Cable:16136986,PEIN,6,3,1,0.3114943,1.0257813,-0.4334155,0,0,[],[],[],1,1,1,1,4,0,0,0,0,0,b
Cable:16138521;38080590;38080593,Cable:16138522,PEIN,1,1,0,0.3114943,1.172916,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138522,Cable:16138520,PEIN,5,2,0,0.3114943,1.1734676,-0.1715846,0,0,[],[],[],1,1,1,1,4,0,0,0,0,0,b
Cable:16138524,Cable:16138525,PEIN,1,1,0,0.3114943,1.1740191,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138525,Cable:16138522,PEIN,4,1,0,0.3114943,1.1740191,-0.2790474,0,0,[],[],[],1,1,1,1,3,0,0,0,0,0,b
Cable:16138526,Cable:16138525,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138527,Cable:16138525,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138528;16139499,Cable:16138525,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],1,1,1,1,0,0,0,0,0,0,b
Cable:16138532;16138550;16140151,Cable:16138549,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138535,Cable:16138536,PEIN,4,1,0,0.3114943,1.2427632,-0.2790474,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16138536,Cable:16136997,PEIN,22,7,1,0.3114943,1.0720214,-0.1153527,0,0,[],[],[],1,1,3,3,11,0,0,0,0,0,b
Cable:16138539,Cable:16138536,PEIN,14,5,0,0.3114943,1.2069006,-0.0489169,0,0,[],[],[],0,0,2,2,7,0,0,0,0,0,b
Cable:16138540,Cable:16138536,PEIN,4,1,1,0.3114943,0.2268833,-1.0130999,0,0,[],[],[],1,1,1,1,2,0,0,0,0,0,b
Cable:16138541,Cable:16138540,PEIN,3,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16138542,Cable:16138543,PEIN,3,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138543,Cable:16138540,PEIN,15,6,1,0.3114943,1.0435644,-0.1583979,0,0,[],[],[],1,1,3,3,7,0,0,0,0,0,b
Cable:16138543,Cable:16138539,PEIN,15,6,1,0.3114943,1.0435644,-0.1583979,0,0,[],[],[],1,1,3,3,7,0,0,0,0,0,b
Cable:16138544,Cable:16138543,PEIN,7,5,1,0.3114943,1.0112138,-0.218736,0,0,[],[],[],1,1,3,3,5,0,0,0,0,0,b
Cable:16138545,Cable:16138543,PEIN,5,1,0,0.3114943,1.2053176,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138548,Cable:16138544,PEIN,2,2,1,0.3114943,0.6657267,-0.6370686,0,0,[],[],[],1,1,1,1,1,0,0,0,0,0,b
Cable:16138549,Cable:16138544,PEIN,5,3,0,0.3114943,1.2415385,-0.1105381,0,0,[],[],[],0,0,2,2,4,0,0,0,0,0,b
Cable:16138552,Cable:16138549,PEIN,4,3,0,0.3114943,1.2415385,-0.1105381,0,0,[],[],[],0,0,2,2,4,0,0,0,0,0,b
Cable:16138553,Cable:16138552,PEIN,2,2,0,0.3114943,1.2253025,-0.1715846,0,0,[],[],[],0,0,2,2,2,0,0,0,0,0,b
Cable:16138555;16138955,Cable:16138560,PEIN,7,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138559,Cable:16138560,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16138560,Cable:16137127;16137128;16138558;29959099;29959100;38048277,PEIN,8,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16138562,Cable:16138709,PEIN,9,6,0,0.3114943,1.1628584,-0.0330805,0,0,[],[],[],0,0,2,2,3,0,0,0,0,0,b
Cable:16138563,Cable:16138710;16138711,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138564,Cable:16138710;16138711,PEIN,5,4,0,0.3114943,1.1398165,-0.0729978,0,0,[],[],[],0,0,2,2,3,0,0,0,0,0,b
Cable:16138565;16139604,Cable:16138564,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16138567;16139601,Cable:16138564,PEIN,1,1,0,0.3114943,1.0018647,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138568,Cable:16138564,PEIN,1,1,0,0.3114943,1.0816077,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138571;16139470,Cable:16138709,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138572,Cable:16138709,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138573,Cable:16138716,PEIN,16,13,5,0.3114943,0.972407,-0.6032081,0,0,[],[],[],0,0,0,0,7,0,0,0,0,0,b
Cable:16138574,Cable:16138573,PEIN,15,12,4,0.3114943,1.0344171,-0.419578,0,0,[],[],[],0,0,0,0,7,0,0,0,0,0,b
Cable:16138575,Cable:29730052,PEIN,13,11,4,0.3114943,1.0113933,-0.5124982,0,0,[],[],[],0,0,0,0,7,0,0,0,0,0,b
Cable:16138576,Cable:16138575,PEIN,6,6,2,0.3114943,1.0163112,-0.4212047,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16138577,Cable:29730048,PEIN,3,3,1,0.3114943,1.0337241,-0.4334155,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16138578,Cable:16138576,PEIN,5,5,1,0.3114943,1.1737568,-0.218736,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16138579;29730049,Cable:29730048,PEIN,1,1,0,0.3114943,1.3436525,-0.2790474,1,1,[8989388],[0],[2016-07-06 09:27:13],0,0,0,0,1,0,0,0,0,0,b
Cable:16138581,Cable:16138963,PEIN,1,1,1,0.3114943,0.2312348,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138582;16139484,Cable:16138750,PEIN,1,1,0,0.3114943,1.2687675,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138583,Cable:16138750,PEIN,33,21,9,0.3114943,0.9203728,-0.9455503,0,0,[],[],[],0,2,3,5,16,0,0,0,0,0,b
Cable:16138585,Cable:16138709,PEIN,39,23,9,0.3114943,0.9495588,-0.7338111,0,0,[],[],[],0,2,3,5,21,0,0,0,0,0,b
Cable:16138586;16138596,Cable:16138583,PEIN,4,3,1,0.3114943,1.0519263,-0.4334155,0,0,[],[],[],0,0,0,1,2,0,0,0,0,0,b
Cable:16138587;16139479,Cable:16138583,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,1,1,1,0,0,0,0,0,0,b
Cable:16138588;16139464,Cable:16138716,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,1,0,0,0,0,0,0,b
Cable:16138589;16139463,Cable:16138755,PEIN,1,1,1,0.3114943,0.7785125,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138591;28947283,Cable:16138755,PEIN,2,1,0,0.3114943,1.2170022,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138592;29730053,Cable:16138591;28947283,PEIN,1,1,0,0.3114943,1.2170022,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138597,Cable:16138586;16138596,PEIN,3,2,0,0.3114943,1.252342,-0.1715846,0,0,[],[],[],0,0,0,1,1,0,0,0,0,0,b
Cable:16138598,Cable:16138599,PEIN,2,2,2,0.3114943,0.8037872,-1.5196499,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138599,Pillar:P5,PEIN,61,35,13,0.3114943,0.9782952,-0.6918821,0,0,[],[],[],0,2,5,8,33,0,0,0,0,0,b
Cable:16138600;16139560,Cable:16138598,PEIN,1,1,1,0.3114943,0.6840547,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138602;16138603,Cable:16137197,PEIN,22,13,3,0.3114943,1.1409235,-0.1681025,0,0,[],[],[],0,0,0,0,10,0,0,0,0,0,b
Cable:16138604,Cable:16138602;16138603,PEIN,12,9,2,0.3114943,1.1742981,-0.1889056,0,0,[],[],[],0,0,0,0,6,0,0,0,0,0,b
Cable:16138605,Cable:16138604,PEIN,11,8,2,0.3114943,1.1505935,-0.2460473,0,0,[],[],[],0,0,0,0,5,0,0,0,0,0,b
Cable:16138606,Pillar:P5,PEIN,62,40,10,0.3114943,1.0645651,-0.110542,0,0,[],[],[],0,1,5,7,36,0,0,0,1,0,b
Cable:16138607;16139634,Cable:16138736,PEIN,1,1,0,0.3114943,1.1943724,-0.2790474,0,0,[],[],[],0,1,1,1,1,0,0,0,0,0,b
Cable:16138608;16139640,Cable:29730036,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138610;16138956,Cable:16137197,PEIN,15,9,4,0.3114943,0.9289338,-0.7678214,0,0,[],[],[],0,0,2,3,10,0,0,0,0,0,b
Cable:16138611,Cable:16138602;16138603,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138613;16139643,Cable:29730034,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138614;16139548,Cable:29730034,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138615;16139549,Cable:29730034,PEIN,1,1,1,0.3114943,0.7213063,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138616;16139554,Cable:29730034,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138618;16138742,Cable:16138605,PEIN,6,6,2,0.3114943,1.124451,-0.4212047,0,0,[],[],[],0,0,0,0,3,0,0,0,0,0,b
Cable:16138619;16138695,Cable:16137197,PEIN,14,8,2,0.3114943,1.0089636,-0.2460473,0,0,[],[],[],0,0,1,1,9,0,0,0,0,0,b
Cable:16138620,Cable:16138696,PEIN,10,4,1,0.3114943,0.9843159,-0.305134,0,0,[],[],[],0,0,1,1,6,0,0,0,0,0,b
Cable:16138621;37693030,Cable:16138620,PEIN,5,1,1,0.3114943,0.2268833,-1.0130999,0,0,[],[],[],0,0,1,1,3,0,0,0,0,0,b
Cable:16138622,Cable:16138621;37693030,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16138623;16139575,Cable:16138622,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138626;16139577,Cable:16138621;37693030,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138627;16139578,Cable:16138620,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138628;16139559,Cable:16138620,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138629;16139583,Cable:16138620,PEIN,1,1,0,0.3114943,1.2516034,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138630;16139652,Cable:16138696,PEIN,1,1,1,0.3114943,0.6984662,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138632;16138633;16139526,Cable:16138638,PEIN,1,1,0,0.3114943,1.1916689,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138637,Cable:16138645,PEIN,7,5,2,0.3114943,1.0754411,-0.5571124,0,0,[],[],[],0,2,3,3,6,0,0,0,0,0,b
Cable:16138638,Cable:16138637,PEIN,5,4,1,0.3114943,1.158154,-0.305134,0,0,[],[],[],0,2,2,2,4,0,0,0,0,0,b
Cable:16138641;16139631,Cable:16138638,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138642;16139623,Cable:16138643,PEIN,1,1,0,0.3114943,1.3229647,-0.2790474,1,1,[9278383],[0],[2017-01-06 09:20:52],0,0,0,0,0,0,0,0,0,0,b
Cable:16138643,Cable:16138638,PEIN,2,2,0,0.3114943,1.2521799,-0.1715846,1,1,[9278383],[0],[2017-01-06 09:20:52],0,0,0,0,1,0,0,0,0,0,b
Cable:16138644,Cable:16138643,PEIN,1,1,0,0.3114943,1.1813952,-0.2790474,1,1,[9278383],[0],[2017-01-06 09:20:52],0,0,0,0,1,0,0,0,0,0,b
Cable:16138645,Cable:16138703;16138704,PEIN,12,8,3,0.3114943,1.0470872,-0.5271846,0,0,[],[],[],0,2,3,3,10,0,0,0,0,0,b
Cable:16138646,Cable:16138732,PEIN,2,2,0,0.3114943,1.1436802,-0.1715846,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138647;16139521,Cable:16138646,PEIN,1,1,0,0.3114943,1.0966389,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138650,Cable:16138645,PEIN,4,3,1,0.3114943,0.9998306,-0.4334155,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16138651,Cable:16138650,PEIN,3,2,1,0.3114943,0.9062594,-0.6370686,0,0,[],[],[],0,0,0,0,3,0,0,0,0,0,b
Cable:16138655;16139638,Pillar:P5,PEIN,1,1,0,0.3114943,1.0482924,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138656;16139685,Cable:16138970,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138657;16138658;16139692,Cable:16138970,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138659;16139612,Cable:26032118,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138660;16139613,Cable:16138661,PEIN,1,1,0,0.3114943,1.1770878,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138661,Cable:26032118,PEIN,33,20,7,0.3114943,0.9971801,-0.4980267,0,0,[],[],[],2,5,7,11,16,0,0,0,0,0,b
Cable:16138663;16139615,Cable:16138720;37871424,PEIN,1,1,0,0.3114943,1.3068538,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138665;16139653,Cable:16138721,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138667,Cable:16138668,PEIN,3,2,1,0.3114943,0.6894009,-0.6370686,0,0,[],[],[],0,0,0,1,2,0,0,0,0,0,b
Cable:16138668,Cable:16138722,PEIN,22,11,5,0.3114943,0.9471475,-0.8635572,0,0,[],[],[],2,5,7,9,10,0,0,0,0,0,b
Cable:16138669;16139689,Cable:16138967,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,2,2,2,0,0,0,0,0,0,b
Cable:16138671;16139590,Cable:16138672,PEIN,1,1,1,0.3114943,0.762551,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138672,Cable:16138692;16138693;16138694,PEIN,2,1,1,0.3114943,0.762551,-1.0130999,0,0,[],[],[],0,0,1,1,2,0,0,0,0,0,b
Cable:16138673;16138674;16139686,Cable:16138672,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16138675;16139688,Cable:16138676,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138676,Cable:16138692;16138693;16138694,PEIN,12,6,2,0.3114943,1.0649006,-0.4212047,0,0,[],[],[],1,1,2,3,4,0,0,0,0,0,b
Cable:16138677;16139679,Cable:16138678,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16138678,Cable:16138676,PEIN,11,6,2,0.3114943,1.0649006,-0.4212047,0,0,[],[],[],1,1,2,3,4,0,0,0,0,0,b
Cable:16138680;16139678,Cable:16138681,PEIN,1,1,0,0.3114943,1.2284346,-0.2790474,0,0,[],[],[],0,0,0,1,1,0,0,0,0,0,b
Cable:16138681,Cable:16138678,PEIN,10,6,2,0.3114943,1.0649006,-0.4212047,0,0,[],[],[],1,1,2,3,4,0,0,0,0,0,b
Cable:16138683,Cable:16138681,PEIN,9,5,2,0.3114943,1.0321937,-0.5571124,0,0,[],[],[],1,1,2,2,3,0,0,0,0,0,b
Cable:16138686;16138688,Cable:16138730,PEIN,2,1,0,0.3114943,1.1871947,-0.2790474,0,0,[],[],[],0,1,1,1,1,0,0,0,0,0,b
Cable:16138689;16139600,Cable:16138709,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,1,0,0,0,0,0,0,b
Cable:16138690;16139693,Cable:16138716,PEIN,1,1,1,0.3114943,0.2729698,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138692;16138693;16138694,Cable:16138967,PEIN,14,7,3,0.3114943,1.0217078,-0.6666109,0,0,[],[],[],1,1,3,4,6,0,0,0,0,0,b
Cable:16138696,Cable:16138619;16138695,PEIN,13,7,2,0.3114943,0.9975089,-0.3211765,0,0,[],[],[],0,0,1,1,9,0,0,0,0,0,b
Cable:16138697,Cable:16138606,PEIN,9,8,1,0.3114943,1.135151,-0.0842474,0,0,[],[],[],0,1,2,3,6,0,0,0,1,0,b
Cable:16138698;16138737,Cable:16138602;16138603,PEIN,8,4,1,0.3114943,1.0734157,-0.305134,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16138699,Cable:16138605,PEIN,5,2,0,0.3114943,1.2171379,-0.1715846,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16138700,Cable:16138743,PEIN,2,2,0,0.3114943,1.3791065,-0.1715846,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138701;16138702,Cable:29730035,PEIN,10,4,1,0.3114943,1.1336652,-0.305134,0,0,[],[],[],0,0,2,3,5,0,0,0,0,0,b
Cable:16138703;16138704,Pillar:P5,PEIN,17,12,3,0.3114943,1.0837486,-0.2114141,0,0,[],[],[],0,2,3,3,13,0,0,0,0,0,b
Cable:16138705;16139624,Cable:16138706,PEIN,1,1,0,0.3114943,1.1278278,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16138706,Cable:16138703;16138704,PEIN,5,4,0,0.3114943,1.1570715,-0.0729978,0,0,[],[],[],0,0,0,0,3,0,0,0,0,0,b
Cable:16138707,Pillar:P5,PEIN,42,27,10,0.3114943,0.9584955,-0.63732,0,0,[],[],[],2,6,8,12,23,0,0,0,0,0,b
Cable:16138708,Cable:16138725,PEIN,55,30,9,0.3114943,0.990655,-0.2888251,0,0,[],[],[],0,2,5,8,29,0,0,0,0,0,b
Cable:16138709,Cable:16138708,PEIN,54,30,9,0.3114943,0.990655,-0.2888251,0,0,[],[],[],0,2,5,8,28,0,0,0,0,0,b
Cable:16138710;16138711,Cable:26716513,PEIN,6,4,0,0.3114943,1.1398165,-0.0729978,0,0,[],[],[],0,0,2,2,3,0,0,0,0,0,b
Cable:16138712,Cable:16138583,PEIN,3,0,0,0.3114943,NULL,0,0,0,[],[],[],0,1,1,1,2,0,0,0,0,0,b
Cable:16138713,Cable:16138712,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,1,1,1,1,0,0,0,0,0,b
Cable:16138714,Cable:16138575,PEIN,7,5,2,0.3114943,1.0054918,-0.5571124,0,0,[],[],[],0,0,0,0,3,0,0,0,0,0,b
Cable:16138715,Cable:16138583,PEIN,24,17,7,0.3114943,0.9450618,-0.777746,0,0,[],[],[],0,0,0,1,11,0,0,0,0,0,b
Cable:16138716,Cable:16138715,PEIN,23,17,7,0.3114943,0.9450618,-0.777746,0,0,[],[],[],0,0,0,1,11,0,0,0,0,0,b
Cable:16138717;16139682,Cable:16138583,PEIN,1,1,1,0.3114943,0.1059982,-1.0130999,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16138719;16139614,Cable:37871423,PEIN,1,1,1,0.3114943,0.9221183,-1.0130999,0,0,[],[],[],0,0,0,1,0,0,0,0,0,0,b
Cable:16138720;37871424,Cable:37871423,PEIN,30,17,6,0.3114943,0.9869893,-0.5002259,0,0,[],[],[],2,5,7,10,15,0,0,0,0,0,b
Cable:16138721,Cable:16138720;37871424,PEIN,28,15,5,0.3114943,1.0163329,-0.4218351,0,0,[],[],[],2,5,7,10,15,0,0,0,0,0,b
Cable:16138722,Cable:16138751,PEIN,24,13,5,0.3114943,0.9963031,-0.6032081,0,0,[],[],[],2,5,7,9,12,0,0,0,0,0,b
Cable:16138723,Cable:16138668,PEIN,19,9,4,0.3114943,1.0044245,-0.7678214,0,0,[],[],[],2,5,7,8,8,0,0,0,0,0,b
Cable:16138724,Cable:16138958,PEIN,58,32,11,0.3114943,0.9802357,-0.4992669,0,0,[],[],[],0,2,5,8,31,0,0,0,0,0,b
Cable:16138725,Cable:16138724,PEIN,57,31,10,0.3114943,0.9900937,-0.3865329,0,0,[],[],[],0,2,5,8,30,0,0,0,0,0,b
Cable:16138726,Cable:16138707,PEIN,40,25,9,0.3114943,0.9757225,-0.5669875,0,0,[],[],[],2,6,8,12,21,0,0,0,0,0,b
Cable:16138727;16138728,Cable:16138726,PEIN,39,24,9,0.3114943,0.9732184,-0.645457,0,0,[],[],[],2,6,8,12,20,0,0,0,0,0,b
