child,parent,exchange_id,n_total_fnn,n_measured_fnn,n_class_2or3,p_class_2or3,section_speed_threshold_average,log_p_value,cni_present,n_unique_cni,cni_ids,cni_re_report_counts,cni_toms_initiation_ts,truck_roll_count_3m,truck_roll_count_6m,truck_roll_count_12m,truck_roll_count_24m,nbn_rfs_3m_count,nbn_rfs_6m_count,nbn_rfs_12m_count,nbn_rfs_24m_count,nbn_rfs_more_than_24m_count,nbn_rfs_already_passed_count,ccp_flag
Cable:16137513;35715163;35715164;35715165;35715166,Cable:16137509;16137510;16137511;32188702;32188703,PEIN,3,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137519;16137521;16137522,Cable:16137171;16137172;16137518,PEIN,8,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,2,2,0,0,0,0,0,0,b
Cable:16137523;16137577;16139026,Cable:16137575;16137576,PEIN,4,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,2,2,0,0,0,0,0,0,b
Cable:16137540;16137541,Control Joint:CJ102,PEIN,9,6,4,0.3114943,0.743052,-1.4700501,0,0,[],[],[],3,3,6,6,5,0,0,0,0,0,b
Cable:16137543;16138174;26014601;26014602;26014603;30974845;30974846,Cable:16137348;16137349;16137356,PEIN,2,2,2,0.3114943,0.8319879,-1.5196499,0,0,[],[],[],3,3,3,3,2,0,0,0,0,0,b
Cable:16137548,Control Joint:CJ13,PEIN,9,5,1,0.3114943,1.0815896,-0.218736,0,0,[],[],[],1,1,1,2,5,0,0,0,0,0,b
Cable:16137549;16137797;16137798,Cable:16137548,PEIN,8,5,1,0.3114943,1.0815896,-0.218736,0,0,[],[],[],1,1,1,2,5,0,0,0,0,0,b
Cable:16137554,Cable:16137439;16137441,PEIN,2,2,1,0.3114943,0.6514112,-0.6370686,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137556;16139665,Cable:16137557,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137557,Cable:16137440,PEIN,8,6,0,0.3114943,1.529129,-0.0330805,0,0,[],[],[],0,0,0,0,1,0,0,0,0,4,b
Cable:16137558,Cable:16137557,PEIN,7,6,0,0.3114943,1.529129,-0.0330805,0,0,[],[],[],0,0,0,0,0,0,0,0,0,4,b
Cable:16137560;16139663,Cable:16138192;16138194;16138195;28589631,PEIN,1,1,0,0.3114943,1.4665796,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,1,b
Cable:16137561;26956283,Cable:16138192;16138194;16138195;28589631,PEIN,1,1,0,0.3114943,1.4823342,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,1,b
Cable:16137562;16139662;33490066;33506707,Cable:16138192;16138194;16138195;28589631,PEIN,1,1,0,0.3114943,1.6089947,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137575;16137576,Cable:16137519;16137521;16137522,PEIN,5,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,2,2,0,0,0,0,0,0,b
Cable:16137582;16139184,Cable:16138047,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137583,Cable:16138047,PEIN,3,1,1,0.3114943,0.8327912,-1.0130999,0,0,[],[],[],1,1,2,2,0,0,0,0,0,0,b
Cable:16137584;16138045,Cable:16137708;16137709;16137710,PEIN,46,34,8,0.3114943,1.2086588,-0.0925141,0,0,[],[],[],2,4,11,12,23,0,0,0,0,4,b
Cable:16137585;16139173,Cable:16138043,PEIN,1,1,0,0.3114943,1.7279889,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137586;16139176,Cable:16138043,PEIN,1,1,1,0.3114943,0.5928836,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137587;16139175,Cable:16138043,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137588;16139187,Cable:16138043,PEIN,1,1,1,0.3114943,0.9547028,-1.0130999,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16137589,Main Cable:1,PEIN,1,1,1,0.3114943,0.8272948,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137592;16137593;16137595,Cable:16137584;16138045,PEIN,1,1,1,0.3114943,0.2379403,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137597;16137598;16137599;16137601;16137602,Cable:16137584;16138045,PEIN,42,31,6,0.3114943,1.2659249,-0.0404277,0,0,[],[],[],2,4,11,12,22,0,0,0,0,4,b
Cable:16137603;31938124,Cable:16137597;16137598;16137599;16137601;16137602,PEIN,1,1,0,0.3114943,1.6214536,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137604;31365987;31365988,Cable:16137597;16137598;16137599;16137601;16137602,PEIN,40,29,6,0.3114943,1.2349335,-0.0600888,0,0,[],[],[],2,4,11,12,20,0,0,0,0,4,b
Cable:16137607;16137611,Cable:16137604;31365987;31365988,PEIN,34,25,5,0.3114943,1.2499739,-0.0624163,1,1,[6939261],[9],[2012-05-04 14:42:32],2,4,11,12,19,0,0,0,0,1,b
Cable:16137612;38343871,Cable:16137607;16137611,PEIN,31,23,5,0.3114943,1.1558218,-0.0936601,0,0,[],[],[],1,3,10,11,18,0,0,0,0,1,b
Cable:16137613;16137614,Cable:16137607;16137611,PEIN,1,0,0,0.3114943,NULL,0,1,1,[8098940],[2],[2014-09-23 10:43:35],0,0,0,0,1,0,0,0,0,0,b
Cable:16137618,Cable:16137612;38343871,PEIN,30,22,5,0.3114943,1.1562888,-0.1141557,0,0,[],[],[],1,3,10,11,17,0,0,0,0,1,b
Cable:16137619,Cable:16137618,PEIN,29,22,5,0.3114943,1.1562888,-0.1141557,0,0,[],[],[],1,3,9,10,17,0,0,0,0,1,b
Cable:16137620,Cable:16137619,PEIN,28,21,5,0.3114943,1.1388286,-0.1386913,0,0,[],[],[],1,3,7,8,16,0,0,0,0,1,b
Cable:16137621;16137622,Cable:16137620,PEIN,27,20,4,0.3114943,1.1688806,-0.0801959,1,1,[6939180],[13],[2012-05-04 14:18:25],1,3,7,8,16,0,0,0,0,1,b
Cable:16137623,Cable:16137621;16137622,PEIN,25,18,4,0.3114943,1.1444247,-0.1231691,1,1,[6939180],[13],[2012-05-04 14:18:25],1,3,7,8,15,0,0,0,0,1,b
Cable:16137624,Cable:16137623,PEIN,23,16,4,0.3114943,1.1200498,-0.1869106,0,0,[],[],[],1,3,7,8,15,0,0,0,0,1,b
Cable:16137625,Cable:16137624,PEIN,22,15,4,0.3114943,1.1176241,-0.229369,0,0,[],[],[],1,3,7,8,14,0,0,0,0,1,b
Cable:16137626;16139148,Cable:16137625,PEIN,1,1,0,0.3114943,1.0540869,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137627,Cable:16137625,PEIN,17,12,3,0.3114943,1.1696599,-0.2114141,0,0,[],[],[],0,1,3,4,12,0,0,0,0,1,b
Cable:16137628,Cable:16137627,PEIN,16,11,3,0.3114943,1.1806557,-0.2655355,1,1,[8100872],[2],[2014-09-24 12:08:34],0,1,3,4,11,0,0,0,0,1,b
Cable:16137629,Cable:16137628,PEIN,15,11,3,0.3114943,1.1806557,-0.2655355,1,1,[8100872],[2],[2014-09-24 12:08:34],0,1,3,4,11,0,0,0,0,1,b
Cable:16137630,Cable:16137629,PEIN,14,10,3,0.3114943,1.1601219,-0.3333514,0,0,[],[],[],0,1,3,3,10,0,0,0,0,1,b
Cable:16137631;16137632;16137633;16137634,Cable:16137630,PEIN,13,9,3,0.3114943,1.1528826,-0.4187542,0,0,[],[],[],0,1,3,3,9,0,0,0,0,1,b
Cable:16137635,Cable:16137651,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137636;16139159,Cable:16137647;16137648,PEIN,1,1,0,0.3114943,1.2533926,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137637;16139157,Cable:16137631;16137632;16137633;16137634,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137638;16139161,Cable:16137631;16137632;16137633;16137634,PEIN,1,1,0,0.3114943,1.2735447,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137639;36204989,Cable:16137651,PEIN,2,1,0,0.3114943,1.8243661,-0.2790474,1,1,[6738494],[2],[2011-12-05 16:26:25],0,0,1,1,1,0,0,0,0,1,b
Cable:16137641;16139162,Cable:16137630,PEIN,1,1,0,0.3114943,1.2246179,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137642;16137643;23566186,Cable:16137625,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],1,2,2,2,1,0,0,0,0,0,b
Cable:16137646;16139165,Cable:16137621;16137622,PEIN,1,1,0,0.3114943,1.2365618,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137647;16137648,Cable:16137631;16137632;16137633;16137634,PEIN,8,5,1,0.3114943,1.2023463,-0.218736,0,0,[],[],[],0,1,3,3,6,0,0,0,0,1,b
Cable:16137649;16137650,Cable:16137647;16137648,PEIN,7,4,1,0.3114943,1.1895847,-0.305134,0,0,[],[],[],0,1,3,3,5,0,0,0,0,1,b
Cable:16137651,Cable:16137649;16137650,PEIN,5,2,1,0.3114943,1.3083707,-0.6370686,0,0,[],[],[],0,1,2,2,3,0,0,0,0,1,b
Cable:16137653;16139146,Cable:16137649;16137650,PEIN,1,1,0,0.3114943,1.0532026,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137657;16139422,Cable:16137658,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137658,Pillar:P4,PEIN,27,17,5,0.3114943,1.0452698,-0.2937186,0,0,[],[],[],0,0,1,2,18,0,0,0,0,0,b
Cable:16137659,Cable:16137658,PEIN,26,17,5,0.3114943,1.0452698,-0.2937186,0,0,[],[],[],0,0,1,2,17,0,0,0,0,0,b
Cable:16137660;16139674,Cable:16138072,PEIN,1,1,0,0.3114943,1.1401163,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137661;16137664;16139669,Cable:16137662,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137662,Cable:16138072,PEIN,2,1,0,0.3114943,1.1763462,-0.2790474,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16137663,Cable:16137662,PEIN,1,1,0,0.3114943,1.1763462,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137666,Cable:16138070,PEIN,7,5,2,0.3114943,0.9310697,-0.5571124,0,0,[],[],[],0,0,0,0,5,0,0,0,0,0,b
Cable:16137667,Cable:16137666,PEIN,4,3,1,0.3114943,1.0001536,-0.4334155,0,0,[],[],[],0,0,0,0,3,0,0,0,0,0,b
Cable:16137668,Cable:16137667,PEIN,3,2,1,0.3114943,0.9615225,-0.6370686,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16137669;16139423,Cable:16137668,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137670,Cable:16137659,PEIN,8,4,0,0.3114943,1.1755634,-0.0729978,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16137671,Cable:16137670,PEIN,5,3,0,0.3114943,1.1831637,-0.1105381,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16137675;16139453,Cable:16138067;16138068,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137678;16139450,Cable:16138067;16138068,PEIN,1,1,0,0.3114943,1.2138329,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137679;16138064;16139007,Pillar:P4,PEIN,14,8,2,0.3114943,1.2038693,-0.2460473,0,0,[],[],[],2,3,3,3,7,0,0,0,0,0,b
Cable:16137680,Cable:16137317;16137330;16137331;16137332;16137581,PEIN,3,2,0,0.3114943,2.2197808,-0.1715846,0,0,[],[],[],0,1,1,2,1,0,0,0,0,0,b
Cable:16137682,Cable:30167574,PEIN,4,1,0,0.3114943,1.1570523,-0.2790474,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16137685,Cable:30167578,PEIN,3,2,1,0.3114943,0.4183762,-0.6370686,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137686,Cable:16137685,PEIN,1,1,0,0.3114943,1.1866784,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137687;16137688,Cable:30167578,PEIN,13,6,2,0.3114943,0.9870325,-0.4212047,0,0,[],[],[],0,0,1,4,5,0,0,0,0,1,b
Cable:16137689;16139802,Cable:16137687;16137688,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137690;16139815;27051599;27051600,Cable:16137687;16137688,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137691;16137692,Cable:16137702,PEIN,2,1,0,0.3114943,1.5598626,-0.2790474,0,0,[],[],[],0,0,0,1,1,0,0,0,0,1,b
Cable:16137695;16139814,Cable:16137691;16137692,PEIN,1,1,0,0.3114943,1.5598626,-0.2790474,0,0,[],[],[],0,0,0,1,0,0,0,0,0,1,b
Cable:16137702,Cable:30167580,PEIN,3,1,0,0.3114943,1.5598626,-0.2790474,0,0,[],[],[],0,0,0,1,1,0,0,0,0,1,b
Cable:16137708;16137709;16137710,Cable:16137003;16137004,PEIN,66,49,14,0.3114943,1.1843733,-0.206338,0,0,[],[],[],3,5,14,15,35,0,0,0,0,4,b
Cable:16137711;16139188,Cable:16138042,PEIN,2,1,1,0.3114943,0.4343919,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137712,Cable:16137708;16137709;16137710,PEIN,8,6,1,0.3114943,1.2383669,-0.1583979,0,0,[],[],[],0,0,1,1,5,0,0,0,0,0,b
Cable:16137713,Cable:16137708;16137709;16137710,PEIN,6,4,2,0.3114943,0.9469379,-0.7480802,0,0,[],[],[],1,1,2,2,2,0,0,0,0,0,b
Cable:16137715,Cable:16138047,PEIN,4,2,1,0.3114943,0.7447005,-0.6370686,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16137716;16139194,Cable:16138047,PEIN,1,1,1,0.3114943,0.2947871,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137717;16139174,Cable:16138047,PEIN,1,1,0,0.3114943,1.7226957,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137718;16139177,Cable:16138047,PEIN,1,1,0,0.3114943,1.4005946,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137719;16139180,Cable:16138047,PEIN,1,1,0,0.3114943,1.5274472,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137720,Cable:16137715,PEIN,1,1,1,0.3114943,0.2359447,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137721,Cable:16137715,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137726;25131117,Cable:16137715,PEIN,2,1,0,0.3114943,1.2534562,-0.2790474,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16137727;16139183,Cable:16138047,PEIN,1,1,1,0.3114943,0.7569257,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137728;16139172,Cable:16138047,PEIN,1,1,0,0.3114943,1.3414135,-0.2790474,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16137730,Cable:16137287;16137729,PEIN,9,2,0,0.3114943,1.3647454,-0.1715846,0,0,[],[],[],0,0,0,1,1,0,0,0,0,2,b
Cable:16137731,Cable:16137287;16137729,PEIN,5,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16137732,Cable:16137730,PEIN,8,1,0,0.3114943,1.3438463,-0.2790474,0,0,[],[],[],0,0,0,1,0,0,0,0,0,2,b
Cable:16137736;16137738;16137739;16137740;16138394;34711823;34711824,Cable:16138393,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137742,Cable:16137730,PEIN,1,1,0,0.3114943,1.3856445,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137743;16138481;16138482,Cable:16138474,PEIN,1,1,0,0.3114943,1.3633846,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137748,Cable:16138472,PEIN,2,1,0,0.3114943,1.3350318,-0.2790474,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16137749,Cable:16138282;16138283,PEIN,1,1,0,0.3114943,1.1962964,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137753,Cable:16137014,PEIN,1,1,0,0.3114943,1.3050578,-0.2790474,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16137754,Cable:16137015,PEIN,1,1,1,0.3114943,0.94691,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137756;16139743,Cable:16137065,PEIN,1,1,0,0.3114943,1.2483783,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137757,Cable:16138696,PEIN,2,2,0,0.3114943,1.1734163,-0.1715846,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16137758;16139414,Cable:16138475,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137760;16138462,Cable:16138285,PEIN,1,1,0,0.3114943,1.3042217,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137761;16140253,Cable:16137202;16137278,PEIN,1,1,1,0.3114943,0.366414,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137763;16140251,Cable:16137202;16137278,PEIN,1,1,0,0.3114943,1.0434114,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137765;16140254,Cable:16137202;16137278,PEIN,1,1,0,0.3114943,1.3422169,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137766,Cable:16137320;16137321,PEIN,1,1,0,0.3114943,1.015944,-0.2790474,1,1,[8722300],[0],[2016-01-13 11:49:45],0,0,0,3,0,0,0,0,0,0,b
Cable:16137769,Cable:16138128,PEIN,1,1,0,0.3114943,1.767267,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137770,Cable:16137291;16137292,PEIN,25,16,9,0.3114943,1.063914,-1.7758309,0,0,[],[],[],4,6,12,17,16,0,0,0,0,0,b
Cable:16137771,Cable:16137291;16137292,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137773,Cable:16136853,PEIN,1,1,0,0.3114943,1.4052586,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137774,Cable:16136857,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16137775,Cable:16136857,PEIN,1,1,0,0.3114943,1.2326911,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,1,0,b
Cable:16137776,Cable:16136856,PEIN,1,1,0,0.3114943,1.3132147,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137777,Cable:16136858,PEIN,1,1,0,0.3114943,0.9541374,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137778,Cable:16136858,PEIN,1,1,0,0.3114943,1.3721529,-0.2790474,0,0,[],[],[],1,1,1,1,1,0,0,0,0,0,b
Cable:16137779,Cable:16136859,PEIN,1,1,0,0.3114943,1.2057807,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137780,Cable:16136863,PEIN,1,1,0,0.3114943,1.3257831,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137783;16137785,Cable:16138827,PEIN,1,1,1,0.3114943,0.2401651,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137784;16140108,Cable:16138827,PEIN,1,1,0,0.3114943,1.0822264,-0.2790474,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16137787,Cable:16137310,PEIN,1,1,1,0.3114943,0.0733245,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137788;16138898;16138899;37904015,Cable:16137310,PEIN,16,10,7,0.3114943,0.787034,-2.254862,0,0,[],[],[],4,5,10,11,12,0,0,0,0,0,b
Cable:16137788;16138898;16138899;37904015,Cable:16137311,PEIN,16,10,7,0.3114943,0.787034,-2.254862,0,0,[],[],[],4,5,10,11,12,0,0,0,0,0,b
Cable:16137790,Cable:16137938,PEIN,1,1,0,0.3114943,1.1859638,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137791;16137793,Cable:16137687;16137688,PEIN,1,1,1,0.3114943,0.2962254,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137795,Cable:16137290,PEIN,51,34,16,0.3114943,1.0769426,-1.6337798,0,0,[],[],[],4,7,18,23,30,0,0,0,0,0,b
Cable:16137796,Cable:16137290,PEIN,1,1,0,0.3114943,1.1295172,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137802;16138209,Cable:16138208,PEIN,1,1,0,0.3114943,1.4817056,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137803,Cable:16138598,PEIN,1,1,1,0.3114943,0.9235197,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137804,Cable:16137219;16137220,PEIN,10,4,0,0.3114943,1.3725481,-0.0729978,0,0,[],[],[],1,2,2,2,4,0,0,0,0,0,b
Cable:16137805,Cable:16137804,PEIN,9,3,0,0.3114943,1.4625432,-0.1105381,0,0,[],[],[],1,2,2,2,3,0,0,0,0,0,b
Cable:16137807,Cable:16137804,PEIN,1,1,0,0.3114943,1.1025628,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137808,Cable:16137805,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137809,Cable:16138754,PEIN,1,1,0,0.3114943,1.1562752,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137812,Cable:16137597;16137598;16137599;16137601;16137602,PEIN,1,1,0,0.3114943,1.7246273,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137813;16137814,Cable:16137003;16137004,PEIN,3,3,2,0.3114943,0.8536882,-1.0331461,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137815,Cable:16137813;16137814,PEIN,1,1,0,0.3114943,1.5071086,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137816,Cable:16138759;16138760;16138762,PEIN,1,1,1,0.3114943,0.5308305,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137818,Cable:16138942,PEIN,1,1,0,0.3114943,1.7441696,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137819,Cable:16138942,PEIN,1,1,0,0.3114943,1.8709372,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137820,Cable:29730052,PEIN,1,1,0,0.3114943,1.287679,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137821,Cable:16137871;16137872,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137823,Cable:16138597,PEIN,1,1,0,0.3114943,1.1909858,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137828,Cable:16138155;16139004,PEIN,5,2,0,0.3114943,1.4498327,-0.1715846,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16137829;30916974,Cable:16138155;16139004,PEIN,18,9,6,0.3114943,0.9227726,-1.8783171,0,0,[],[],[],1,2,6,8,2,0,0,0,0,6,b
Cable:16137830,Cable:16137828,PEIN,2,1,0,0.3114943,0.9550632,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137833,Cable:16137828,PEIN,1,1,0,0.3114943,1.9446022,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16137835,Cable:16137829;30916974,PEIN,3,1,1,0.3114943,0.3246259,-1.0130999,0,0,[],[],[],0,0,2,2,1,0,0,0,0,0,b
Cable:16137836;16139099,Cable:16137837,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137837,Cable:16138213,PEIN,15,7,4,0.3114943,1.1034566,-1.1714676,0,0,[],[],[],1,2,4,6,0,0,0,0,0,6,b
Cable:16137837,Cable:16137835,PEIN,15,7,4,0.3114943,1.1034566,-1.1714676,0,0,[],[],[],1,2,4,6,0,0,0,0,0,6,b
Cable:16137838;16137884;16138214;16138215,Cable:16137837,PEIN,14,7,4,0.3114943,1.1034566,-1.1714676,0,0,[],[],[],1,2,4,6,0,0,0,0,0,6,b
Cable:16137839,Cable:16136972,PEIN,6,2,0,0.3114943,1.4624208,-0.1715846,0,0,[],[],[],0,0,0,0,0,0,0,0,1,0,b
Cable:16137840;16137841,Cable:16137839,PEIN,5,2,0,0.3114943,1.4624208,-0.1715846,0,0,[],[],[],0,0,0,0,0,0,0,0,1,0,b
Cable:16137842,Cable:16137840;16137841,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137843,Cable:16137840;16137841,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137845,Cable:16137840;16137841,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16137847,Cable:16137840;16137841,PEIN,1,1,0,0.3114943,1.4754201,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,1,0,b
Cable:16137851;16137852;16137853;16137854;16137855,Cable:16136972,PEIN,5,3,0,0.3114943,1.3390737,-0.1105381,0,0,[],[],[],0,0,0,0,4,0,0,0,0,0,b
Cable:16137856;16139346,Cable:16137851;16137852;16137853;16137854;16137855,PEIN,1,1,0,0.3114943,1.2053176,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
